id,english,commonness,mirad,roundtrip_english,semantic_similarity
11675834,Alberto ran to the end of the aisle.,4.4350,,,
7147507,Sami was texting people.,4.4333,,,
11699144,Lorenzo kept asking the Ouija board questions.,4.4300,,,
2275888,I didn't mean any harm.,4.4300,,,
6671417,"When I stood up, I realized that Tom was much taller than me.",4.4300,,,
9594346,Don't give the award to Tom. He doesn't deserve it.,4.4240,,,
7508303,Tom told me that he was allergic to strawberries.,4.4225,,,
8943631,Tom has stolen a horse from his neighbour.,4.4225,,,
12084203,I wasn't the only one who didn't like that film.,4.4225,,,
6668777,Sami had a job to do.,4.4200,,,
9440342,It seems somehow odd to me.,4.4200,,,
11679033,Bruno was still in pain.,4.4200,,,
2539324,Tom wouldn't even consider our offer.,4.4175,,,
24174,I had to help with the housework.,4.4150,,,
6705932,Sami came back into Layla's life.,4.4150,,,
8986256,He has to check our passports.,4.4150,,,
7393495,She hopes that she won't be deported.,4.4133,,,
272308,The baby caught sight of my ballpoint pen and reached out for it.,4.4100,,,
7329097,Sami knows women who wear the hijab.,4.4100,,,
8255820,That teacher almost made me lose my motivation to learn Berber.,4.4100,,,
10681995,The jacket hanging there is mine.,4.4100,,,
9473986,Tom claims to be a magician.,4.4067,,,
261391,I prefer comedy to tragedy.,4.4067,,,
11829218,Everyone started bullying Ivan.,4.4067,,,
3543597,That's incredibly boring.,4.4050,,,
2643055,Doesn't Tom ever wear a shirt?,4.4000,,,
13627325,This ammunition is much more effective.,4.4000,,,
10853966,"The crème de la crème of the German film industry were at the premiere, sauntering down the red carpet.",4.3980,,,
7237481,Sami stole a credit card.,4.3975,,,
11801842,Dmitri was losing his mind.,4.3867,,,
11879429,The baker assembled the layers to create a cake.,4.3820,,,
12403033,The scent of fresh rain lingered in the air after the storm.,4.3817,,,
8519966,He doesn't live with her.,4.3800,,,
11816210,"I didn't remember a chair being there, so I bumped into it in the dark.",4.3780,,,
2954922,You're an excellent liar.,4.3750,,,
7377640,Mary has submitted her resignation.,4.3733,,,
7403919,She admitted she was lonely.,4.3700,,,
7422804,You didn't finish your drink.,4.3667,,,
11799442,Boris was haunted by his past.,4.3667,,,
5858945,I'm legally blind.,4.3650,,,
4665419,"Tom likes Boston, doesn't he?",4.3625,,,
6340235,Tom wasn't the only one who noticed what happened.,4.3625,,,
9828934,Barbary macaques are social animals living in groups of several dozen individuals.,4.3625,,,
5734626,Tom still couldn't believe it.,4.3600,,,
11799146,"Boris's German Shepherd was wounded, but still alive.",4.3600,,,
12005785,They discovered an inscription on the stone.,4.3600,,,
5758074,Tom spoke wisely.,4.3533,,,
7492848,This book isn't dedicated to anyone.,4.3533,,,
11247292,Guantanamo is a brutal place.,4.3533,,,
12381192,Tom is a gentle giant. He wouldn't hurt a fly.,4.3517,,,
13715451,I bought a backpack.,4.3450,,,
12225524,"We sat in front of the fireplace, drinking eggnog and listening to Christmas music.",4.3414,,,
7987427,Sami is a really famous YouTuber.,4.3275,,,
9959484,Yanni is trying to study more about Islam.,4.3250,,,
9928552,Tom might've been poisoned.,4.3233,,,
9020719,Tom isn't a truck driver.,4.3175,,,
7287617,Sami heard about the school that Layla was about to go to.,4.3125,,,
10017557,Yanni is wearing a new pair of sneakers.,4.3000,,,
11846914,Miroslav moved to a house in the countryside.,4.3000,,,
13004180,Her smile was barely noticeable.,4.2933,,,
5838771,Fadil walked away from his kids.,4.2900,,,
5882973,Fadil was committed to a mental institution for 10 years.,4.2880,,,
6468962,I wasn't having an affair but I have been accused.,4.2850,,,
12327316,"For the next two decades, the size of catches fluctuated in response to changes in fishery practices.",4.2838,,,
11652792,Those stains are blood.,4.2800,,,
7987111,Tom likes to complain in order to appease his envious neighbors.,4.2771,,,
9128717,My bike needs mending.,4.2733,,,
7941751,Was the hypothesis confirmed?,4.2700,,,
11469891,The war between the Polisario Front and the Moroccan occupation forces in Western Sahara is a low-intensity conflict.,4.2680,,,
7351926,Tom can't comprehend it.,4.2650,,,
11620271,Elias made the teenagers leave.,4.2567,,,
13744318,I ate some boiled quail eggs a few nights ago.,4.2567,,,
12127401,That sounds yummy to me.,4.2550,,,
12297515,The first mammals laid eggs.,4.2533,,,
4092481,You were very rude to me.,4.2500,,,
11650361,Lukas pursued treatment for his condition.,4.2475,,,
6099840,Aren't you already on the team?,4.2400,,,
8577159,Yesterday Tom had a very unpleasant encounter with some rando on the street.,4.2383,,,
10669722,"The morpheme ""homo"" in ""homosexual"" and that in ""Homo sapiens"" are homonymous, terms that sound the same, but mean something different, the first meaning ""same, whilst the latter meaning human.""",4.2329,,,
373251,Shall we eat this Pocky from both ends?,4.2325,,,
11802133,Dmitri stayed close to the cabin.,4.2300,,,
3547482,Today's show is a rerun.,4.2250,,,
11387198,Russia is a BRICS member.,4.2233,,,
9065110,Yanni is converting to Islam and there is nothing his father can do to stop him.,4.2160,,,
10631913,I wouldn't allow Tom to do that again.,4.2133,,,
11744438,Tom was reprimanded by his teacher.,4.2133,,,
6781611,I listened to everyone.,4.2100,,,
9044435,Tom wasn't alone on the island.,4.2100,,,
8103590,This Kabyle dress looks so beautiful.,4.2075,,,
8145799,Algeria is at the same latitude as Washington DC.,4.2075,,,
8518911,You shouldn't believe everything he tells you.,4.2067,,,
8796501,He cooperated with the police.,4.2050,,,
11070967,I only had a couple of pints.,4.2050,,,
6310196,"There are swift-flowing rivers which dash through jagged cañons; and there are enormous plains, which in winter are white with snow, and in summer are grey with saline alkali dust.",4.2006,,,
8479704,He was generous.,4.2000,,,
8789900,Skura ran away from home.,4.2000,,,
9353230,They wondered.,4.2000,,,
7325581,Sami wanted Layla to stop wearing the hijab.,4.1917,,,
11219292,A search was conducted to try and find Ziri's body.,4.1880,,,
6658845,"Tom is influential, but Mary isn't.",4.1875,,,
11431839,That incident would stick with Ziri for the rest of his life.,4.1840,,,
11748453,Diego unpaused the game and continued playing.,4.1820,,,
6673170,I had been warned not to do that.,4.1800,,,
11615299,What have you been advised to do?,4.1800,,,
3989579,Dan didn't even bother to reply.,4.1725,,,
11888965,"Bedtime is here, my dear.",4.1650,,,
11667800,Tobias saw Isabella looking around suspiciously.,4.1540,,,
7219553,Sami is getting harassed.,4.1533,,,
6476417,Sami goes to counseling.,4.1500,,,
6772330,"Tom hugged Mary. He hugged Alice, too.",4.1460,,,
5849545,Tom's father suffers from Alzheimer's.,4.1450,,,
302817,He put on airs in her presence.,4.1200,,,
7867856,"Jacob said: Swear therefore to me. Esau swore to him, and sold his first birthright.",4.1200,,,
11689531,Someone grabbed Claudio's shoulder tight.,4.1200,,,
11757769,"As humans breath, they exhale carbon dioxide.",4.1200,,,
10189841,Ziri got a fire going.,4.1167,,,
11728689,Adriano answered every question Melissa had about Islam.,4.1100,,,
12878574,Tomorrow I'm going to recite a poem by Pessoa.,4.1020,,,
13376027,Get yourselves washed up!,4.1000,,,
273434,The ship touched at Yokohama.,4.0933,,,
6912166,Would you sign a prenuptial agreement?,4.0900,,,
7219466,Sami's glasses are always dirty.,4.0767,,,
10138840,Algeria's agriculture declined.,4.0667,,,
5864083,"Jamal and Sarah went, Fadıl and Dania came.",4.0650,,,
6903638,He still couldn't remember my name.,4.0600,,,
5840377,I never cheat.,4.0600,,,
9824257,Yanni shot himself and exploded his heart with a shotgun.,4.0520,,,
7071717,They watch the multicoloured birds.,4.0500,,,
10951375,Do you even think I care about Ziri?,4.0467,,,
9143097,Yanni pressed the edge of the glass to his lips.,4.0420,,,
6694784,I watched him from afar.,4.0350,,,
7201814,Sami finds this embarrassing.,4.0333,,,
11842507,Miroslav locked the back door.,4.0233,,,
297816,He dragged at my collar.,4.0200,,,
1806257,We have to warn him.,4.0200,,,
12769200,The wind whispered her name softly.,4.0167,,,
11042287,Don't you dare make a move on Ziri. He's my boyfriend.,4.0160,,,
9418757,Tom's got some dank nugs.,4.0150,,,
11801984,Dmitri started folding his tent up.,4.0100,,,
4501560,What would you propose?,3.9900,,,
11645536,Leon needed a minifridge to store beers in his office.,3.9867,,,
11799388,Boris's demeanor made Melissa nervous and scared.,3.9860,,,
4494966,Tom is trespassing.,3.9850,,,
12824962,"Every year on Simchat Torah, Jews finish reading the Torah and begin it anew.",3.9822,,,
11927474,Vladimir has to study Berber and Arabic.,3.9800,,,
1485035,One quickly recaptured him.,3.9600,,,
11842460,"Miroslav made it back to his truck, jumped in and drove off.",3.9525,,,
9480047,You were rushing.,3.9500,,,
11747098,Carlos died while Rima cried.,3.9475,,,
853112,She terrified her.,3.9400,,,
9311400,Tom is a cat worshiper.,3.9300,,,
7056471,She appeared unscathed after emerging from the wrecked automobile.,3.9140,,,
10900447,France colonized Morocco.,3.9100,,,
11744723,Carlos followed Rima into the basement.,3.9075,,,
10802892,Ziri heard the baby was in danger.,3.9050,,,
12780473,The ears of cats are conic sections.,3.9000,,,
10162931,Here comes the postie carrying a parcel.,3.8950,,,
11649076,Lukas started to tiptoe over to the piano.,3.8925,,,
8122856,The Algerian army has raped Kabyle women.,3.8920,,,
2268056,The cloth's very faded.,3.8800,,,
11900927,Are you in the choir?,3.8800,,,
8001572,Mennad wanted to eliminate all the negativity in his life.,3.8780,,,
7411454,She smiled at me and then I smiled at her.,3.8600,,,
8527969,"He's quick-tempered, isn't he?",3.8533,,,
12130319,I'm as ravenous as a hungry wolf.,3.8533,,,
7836897,"My father moved us to Kabylie, Algeria.",3.8525,,,
7380574,"Mary was mistaken, wasn't she?",3.8500,,,
11717358,Pietro didn't belong out on the streets.,3.8400,,,
7792768,Tom backpacked through Europe.,3.8333,,,
6477801,Sami began praying for Layla.,3.8325,,,
4515604,He lavished her with attention.,3.8300,,,
50186,I was eighteen then.,3.8100,,,
8418899,He's still speaking Berber.,3.8050,,,
10546720,"In black-influenced music genres, I still enjoy zouk and taarab.",3.7914,,,
10064728,Yanni wrote to the publisher.,3.7733,,,
13756257,This is the deepest part.,3.7700,,,
11174015,Ziri saw Rima in the living room.,3.7680,,,
35491,I'm ashamed because I acted foolishly.,3.7667,,,
3737383,Tom wasn't sleepy.,3.7667,,,
7741353,"She now threw herself among the dancers, whirling, as a swallow skims through the air when pursued.",3.7600,,,
11804970,Dmitri listened quietly.,3.7533,,,
2724484,He was as ravenous as a bear.,3.7350,,,
7883668,Your sorrow is my sorrow.,3.7300,,,
1823606,It is very impolite of us to decline her invitation.,3.7200,,,
12771350,Is there something we’re overlooking?,3.6800,,,
12818235,She has a cruel stepfather.,3.6800,,,
11944493,Tom uncuffed Mary.,3.6500,,,
1764948,Casey lives in Tver.,3.6267,,,
9306219,He groomed his beard.,3.6150,,,
8916578,The rotting shanty town was not too distant from the grandiose temples of serpentine.,3.6071,,,
11116865,Rima couldn’t pick Lina up from the airport.,3.6060,,,
3902009,Tom swore allegiance to the Ku Klux Klan.,3.6033,,,
10796497,Why aren't you asleep yet?,3.5850,,,
10928299,These aren't my ties.,3.5800,,,
11775082,Antonio jumped on Rima.,3.5767,,,
3730483,Isn't it profitable?,3.5400,,,
10822636,Ziri rewarded his dog with a treat.,3.5400,,,
7864981,How do you spell it in Berber?,3.5350,,,
11547437,What have I done to deserve your meanness?,3.5300,,,
8396921,I found this in the Quran.,3.5300,,,
10798877,Ziri was willing to wait.,3.5233,,,
9794057,Tom is such a whiner.,3.5000,,,
9967808,Yanni is rubbing the grease back and forth.,3.4950,,,
7757680,I had conversation with Taninna in Berber every day.,3.4750,,,
247391,You were considerate not to disturb us.,3.4300,,,
11212410,Ziri begged Rima to turn around and leave.,3.4100,,,
10191618,Ziri absolutely loves it.,3.3800,,,
8668688,No refunds.,3.3700,,,
10186299,Yanni never let Rima go out again.,3.3533,,,
10211175,Ziri tried to hit Rima.,3.3350,,,
13644985,Planetariums are cool.,3.2650,,,
9990123,Yanni was bloody.,3.2150,,,
11717882,Pietro was at the infirmary.,3.1850,,,
7386400,She unpacked her suitcase.,3.1750,,,
10805769,Ziri couldn't call for help because he was mute.,3.1625,,,
10236794,Ziri asked Rima if he could borrow her timer.,3.1580,,,
8792913,Yanni and Skura cried a lot.,3.1125,,,
11961036,Boldi was calmly snoring in his bed.,3.0975,,,
11429232,Ziri and Rima stopped painting.,3.0625,,,
10217355,Ziri loves Rima's apartment.,3.0300,,,
12622127,She lacks decisiveness.,3.0300,,,
10618104,How are marshmallows made?,3.0300,,,
10215885,Ziri went somewhere else.,3.0000,,,
13087709,Our couscous is steaming.,2.9600,,,
11929494,It's snowed again.,2.8800,,,
10096518,Yanni and Skura got together.,2.8533,,,
12457225,Am I being retaliated against?,2.8000,,,
10897352,Ziri is emotionally unavailable.,2.7233,,,
11235750,Ziri walked nervously towards Rima.,2.6875,,,
12650035,Ziri is nothing but trouble.,2.6450,,,
8081374,The denigration is unforgivable.,2.6250,,,
13360382,Vi alportu donacon al ili.,2.5240,,,
9821514,Yanni never treated Skura well.,2.4533,,,
10905113,Ziri traveled around.,2.2800,,,
2203363,We're sloshed.,2.1900,,,
7749003,Matoub Lounes sings in Berber.,1.8975,,,
11195827,Ziri hiked alone.,1.7250,,,
